task_id,pair,trace_idx,baseline_group,score_min,score_median,n_codeit
00dbd492,pair2,0,B,0.0,180.6931,201
0692e18c,pair2,0,A,19.5078,26.134,20
0692e18c,pair2,1,A,16.1508,22.1381,20
0692e18c,pair2,2,A,12.8769,15.3194,20
0692e18c,pair2,3,A,23.8508,30.2154,20
0692e18c,pair2,4,A,15.556,18.9139,20
0692e18c,pair2,5,A,33.1708,39.9154,20
0692e18c,pair2,6,A,35.5201,42.5102,20
0692e18c,pair2,7,A,15.556,18.9139,20
070dd51e,pair2,0,B,10.41,20.5678,38
070dd51e,pair2,1,B,1.9783,34.4452,38
070dd51e,pair2,2,B,16.0242,32.0141,38
0934a4d8,pair2,0,A,0.0,0.0,40
0934a4d8,pair2,1,A,0.0,0.0,40
0934a4d8,pair2,2,A,8.3047,8.3047,40
0934a4d8,pair2,3,A,11.9878,11.9878,40
0934a4d8,pair2,4,A,15.5393,20.3704,40
0934a4d8,pair2,5,A,9.2594,9.2594,40
0934a4d8,pair2,6,A,0.0,0.0,40
0934a4d8,pair2,7,A,27.0774,38.1071,40
0a2355a6,pair2,0,B,8.9713,17.8212,22
0a2355a6,pair2,1,B,4.0511,12.889,22
0a2355a6,pair2,2,B,9.2664,13.695,22
0b17323b,pair2,0,B,137.0307,162.5,4
0b17323b,pair2,1,B,50.0,89.4956,4
0c786b71,pair2,0,A,15.9834,17.2359,3
0c786b71,pair2,1,A,6.2033,7.6628,3
0c786b71,pair2,2,A,6.2033,7.6628,3
0c786b71,pair2,3,A,37.5964,37.5964,3
0c9aba6e,pair2,0,A,2.0592,2.8131,2
0c9aba6e,pair2,1,A,14.8039,16.2249,2
0c9aba6e,pair2,2,A,14.4498,16.1213,2
0c9aba6e,pair2,3,A,6.3447,7.0286,2
0c9aba6e,pair2,4,A,18.7733,20.1798,2
0c9aba6e,pair2,5,A,2.419,2.5709,2
0c9aba6e,pair2,6,A,19.1901,21.1575,2
0c9aba6e,pair2,7,A,36.9627,38.6641,2
12422b43,pair2,0,B,156.9546,301.7273,62
12422b43,pair2,1,B,152.5877,298.3422,62
12422b43,pair2,2,B,102.0,168.6061,62
12422b43,pair2,3,B,106.3092,196.8003,62
12422b43,pair2,4,B,145.3122,290.4303,62
12eac192,pair2,0,B,1.3307,23.8703,43
12eac192,pair2,1,B,2.5039,24.9601,43
12eac192,pair2,2,B,1.0901,19.1284,43
12eac192,pair2,3,B,1.3307,23.8703,43
12eac192,pair2,4,B,1.3307,23.8703,43
15696249,pair2,0,A,6.3972,8.4737,107
15696249,pair2,1,A,24.081,31.0859,107
15696249,pair2,2,A,27.3242,35.0632,107
15696249,pair2,3,A,19.8171,24.5723,107
15696249,pair2,4,A,17.0378,23.7238,107
15696249,pair2,5,A,33.8614,41.3085,107
17b80ad2,pair2,0,B,537.3327,537.3327,1
17b80ad2,pair2,1,B,76.6565,76.6565,1
17b80ad2,pair2,2,B,52.8003,52.8003,1
17b80ad2,pair2,3,B,26.9232,26.9232,1
17b80ad2,pair2,4,B,107.8154,107.8154,1
195ba7dc,pair2,0,A,6.8327,7.7412,6
195ba7dc,pair2,1,A,25.3681,45.9228,6
195ba7dc,pair2,2,A,3.8636,6.372,6
195ba7dc,pair2,3,A,19.3059,23.2669,6
195ba7dc,pair2,4,A,16.8531,33.7477,6
195ba7dc,pair2,5,A,8.4731,10.3301,6
1a2e2828,pair2,0,A,0.0,0.0,144
1a2e2828,pair2,1,A,0.0,0.0,144
1a6449f1,pair2,0,A,0.0,0.0,27
1a6449f1,pair2,1,A,0.0,0.0,27
1a6449f1,pair2,2,A,0.0,0.0,27
1a6449f1,pair2,3,A,0.0,0.0,27
1a6449f1,pair2,4,A,0.0,0.0,27
1acc24af,pair2,0,B,1.8352,42.7503,45
1acc24af,pair2,1,B,47.9173,112.7708,45
1acc24af,pair2,2,B,0.0,29.2508,45
1acc24af,pair2,3,B,2.2043,29.1256,45
1acc24af,pair2,4,B,0.8582,30.032,45
1acc24af,pair2,5,B,45.4441,127.2903,45
1acc24af,pair2,6,B,12.1787,31.1777,45
1acc24af,pair2,7,B,1.6776,34.1534,45
1acc24af,pair2,8,B,32.9875,230.5199,45
1acc24af,pair2,9,B,67.5811,84.0523,45
1d0a4b61,pair2,0,B,85.0161,153.9316,39
1d0a4b61,pair2,1,B,73.3023,141.9314,39
1d0a4b61,pair2,2,B,380.2611,640.7699,39
1d0a4b61,pair2,3,B,157.4935,241.8814,39
1da012fc,pair2,0,B,339.9207,387.7692,51
1e81d6f9,pair2,0,B,32.9726,32.9726,1
1e81d6f9,pair2,1,B,35.4282,35.4282,1
1e81d6f9,pair2,2,B,9.2399,9.2399,1
1e81d6f9,pair2,3,B,12.5127,12.5127,1
1e81d6f9,pair2,4,B,2733.056,2733.056,1
1e81d6f9,pair2,5,B,857.1087,857.1087,1
2546ccf6,pair2,0,B,146.8117,780.0326,55
27a77e38,pair2,0,B,0.0,625.2525,18
27a77e38,pair2,1,B,1206.6057,3254.2828,18
27a77e38,pair2,2,B,50.0,567.7169,18
27a77e38,pair2,3,B,2033.4339,5235.9597,18
27f8ce4f,pair2,0,A,28.6831,34.7569,74
27f8ce4f,pair2,1,A,6.3352,7.5425,74
27f8ce4f,pair2,2,A,6.8643,7.1251,74
2a5f8217,pair2,0,B,6.2644,460.1033,209
2a5f8217,pair2,1,B,5.5939,135.1675,209
2a5f8217,pair2,2,B,7.5321,126.2447,209
2a5f8217,pair2,3,B,4.6481,104.9847,209
2a5f8217,pair2,4,B,8.8808,142.8161,209
2a5f8217,pair2,5,B,11.7575,147.5778,209
2c0b0aff,pair2,0,A,38.5456,60.1401,97
2c0b0aff,pair2,1,A,30.0837,51.8027,97
2c0b0aff,pair2,2,A,0.0,0.0,97
2c0b0aff,pair2,3,A,0.0,0.0,97
310f3251,pair2,0,A,0.0,21.2536,83
310f3251,pair2,1,A,11.6157,16.2075,83
310f3251,pair2,2,A,0.0,21.2536,83
310f3251,pair2,3,A,0.0,21.2536,83
310f3251,pair2,4,A,29.1097,53.9204,83
3194b014,pair2,0,A,0.0,0.0,44
31adaf00,pair2,0,B,147.7778,147.7778,1
31adaf00,pair2,1,B,45.1019,45.1019,1
31d5ba1a,pair2,0,A,24.1462,27.5181,2
31d5ba1a,pair2,1,A,19.1671,23.8423,2
31d5ba1a,pair2,2,A,5.1774,8.6281,2
31d5ba1a,pair2,3,A,19.1671,23.8423,2
31d5ba1a,pair2,4,A,18.9638,21.6217,2
31d5ba1a,pair2,5,A,27.702,30.8278,2
31d5ba1a,pair2,6,A,22.6414,26.8287,2
31d5ba1a,pair2,7,A,12.5963,15.875,2
31d5ba1a,pair2,8,A,6.3754,8.5878,2
32e9702f,pair2,0,B,13.418,50.8237,24
32e9702f,pair2,1,B,12.1641,48.9207,24
32e9702f,pair2,2,B,12.0208,48.5548,24
32e9702f,pair2,3,B,7.2306,21.352,24
32e9702f,pair2,4,B,12.8707,46.7969,24
32e9702f,pair2,5,B,1.5492,24.8769,24
358ba94e,pair2,0,A,9.5717,42.0,61
3a301edc,pair2,0,B,18.5555,34.1905,39
3a301edc,pair2,1,B,47.9054,80.4369,39
3a301edc,pair2,2,B,47.9054,80.4369,39
3b4c2228,pair2,0,A,6.4305,18.1566,255
3b4c2228,pair2,1,A,9.1855,34.9581,255
42918530,pair2,0,B,327.7443,529.0573,133
42918530,pair2,1,B,64.9742,436.7232,133
42918530,pair2,2,B,377.1084,1330.8058,133
45bbe264,pair2,0,B,21.6849,34.474,34
477d2879,pair2,0,B,6.4375,6.6865,4
477d2879,pair2,1,B,0.0,1.4997,4
477d2879,pair2,2,B,2.8715,3.5385,4
48131b3c,pair2,0,A,0.0,19.9568,100
48131b3c,pair2,1,A,0.0,19.9568,100
48131b3c,pair2,2,A,5.3245,19.8703,100
48131b3c,pair2,3,A,0.0,19.9568,100
48131b3c,pair2,4,A,0.0,19.9568,100
48131b3c,pair2,5,A,0.0,19.9568,100
4852f2fa,pair2,0,A,0.0,14.1414,366
4852f2fa,pair2,1,A,0.0,14.1414,366
4852f2fa,pair2,2,A,0.0,14.1414,366
4852f2fa,pair2,3,A,0.0,14.1414,366
48f8583b,pair2,0,A,12.6186,17.9711,66
48f8583b,pair2,1,A,25.9603,32.8089,66
48f8583b,pair2,2,A,7.1735,10.6,66
48f8583b,pair2,3,A,36.218,47.5818,66
48f8583b,pair2,4,A,18.2214,24.0982,66
48f8583b,pair2,5,A,6.6508,11.5145,66
48f8583b,pair2,6,A,25.1185,30.7526,66
48f8583b,pair2,7,A,3.4071,10.3413,66
48f8583b,pair2,8,A,26.2123,33.2836,66
48f8583b,pair2,9,A,20.379,25.4062,66
4aab4007,pair2,0,B,24.3855,34.631,5
4cd1b7b2,pair2,0,B,42.4984,66.3204,32
4ff4c9da,pair2,0,B,181.5323,236.5261,2
4ff4c9da,pair2,1,B,244.4446,299.4379,2
4ff4c9da,pair2,2,B,261.1113,316.1045,2
4ff4c9da,pair2,3,B,253.0182,308.0115,2
4ff4c9da,pair2,4,B,641.3127,683.0174,2
4ff4c9da,pair2,5,B,215.6792,270.6725,2
505fff84,pair2,0,A,0.0,0.0,1
505fff84,pair2,1,A,0.0,0.0,1
505fff84,pair2,2,A,0.0,0.0,1
505fff84,pair2,3,A,0.0,0.0,1
506d28a5,pair2,0,A,9.0454,14.0266,6
506d28a5,pair2,1,A,6.6578,10.603,6
506d28a5,pair2,2,A,18.132,20.1042,6
506d28a5,pair2,3,A,20.7636,28.7624,6
54db823b,pair2,0,B,13.8049,13.8049,1
54db823b,pair2,1,B,298.0165,298.0165,1
55783887,pair2,0,B,33.9396,33.9396,1
55783887,pair2,1,B,15.0304,15.0304,1
55783887,pair2,2,B,27.6186,27.6186,1
55783887,pair2,3,B,38.9504,38.9504,1
59341089,pair2,0,A,34.1452,37.9836,18
59341089,pair2,1,A,0.0,8.3811,18
5d2a5c43,pair2,0,A,17.4111,37.8293,5
5d2a5c43,pair2,1,A,12.615,33.2295,5
5d2a5c43,pair2,2,A,16.5671,34.1991,5
5d2a5c43,pair2,3,A,21.9145,25.2798,5
5d2a5c43,pair2,4,A,10.2457,14.3276,5
5d2a5c43,pair2,5,A,16.2955,26.5901,5
604001fa,pair2,0,B,5.1004,33.8009,221
604001fa,pair2,1,B,19.3931,44.0341,221
604001fa,pair2,2,B,19.3681,44.0091,221
604001fa,pair2,3,B,7.9838,33.7125,221
604001fa,pair2,4,B,2.8871,12.0731,221
604001fa,pair2,5,B,0.1458,24.9009,221
60c09cac,pair2,0,A,0.0,21.2122,17
60c09cac,pair2,1,A,0.0,21.2122,17
60c09cac,pair2,2,A,9.5775,9.8683,17
60c09cac,pair2,3,A,17.5806,28.523,17
62ab2642,pair2,0,B,118.6347,125.5114,3
642d658d,pair2,0,A,0.0,0.0,125
64a7c07e,pair2,0,B,7.3525,24.471,17
64a7c07e,pair2,1,B,1.3857,23.2551,17
67b4a34d,pair2,0,A,11.7725,25.4284,34
67b4a34d,pair2,1,A,3.3145,29.2993,34
67b4a34d,pair2,2,A,3.8869,23.1023,34
67b4a34d,pair2,3,A,16.2738,27.2938,34
68b67ca3,pair2,0,A,0.0,22.4468,3
68b67ca3,pair2,1,A,0.0,22.4468,3
6df30ad6,pair2,0,B,22.5168,38.6388,136
6df30ad6,pair2,1,B,43.7166,58.7299,136
6ea4a07e,pair2,0,A,7.2957,39.5612,183
6ea4a07e,pair2,1,A,6.3748,30.9704,183
7039b2d7,pair2,0,A,0.0,0.0,179
7039b2d7,pair2,1,A,0.0,0.0,179
7039b2d7,pair2,2,A,0.0,0.0,179
7039b2d7,pair2,3,A,0.0,0.0,179
705a3229,pair2,0,B,12.1237,12.1237,1
73c3b0d8,pair2,0,B,11.3001,38.1015,5
73c3b0d8,pair2,1,B,81.6552,106.25,5
73c3b0d8,pair2,2,B,12.5539,18.6874,5
73c3b0d8,pair2,3,B,10.7901,18.9392,5
73c3b0d8,pair2,4,B,20.6402,20.875,5
73ccf9c2,pair2,0,A,0.0,0.0,222
73ccf9c2,pair2,1,A,0.0,0.0,222
73ccf9c2,pair2,2,A,0.0,0.0,222
73ccf9c2,pair2,3,A,0.0,0.0,222
73ccf9c2,pair2,4,A,0.0,0.0,222
73ccf9c2,pair2,5,A,0.0,0.0,222
7bb29440,pair2,0,A,0.0,0.0,128
7bb29440,pair2,1,A,0.0,0.0,128
7d1f7ee8,pair2,0,B,90.6656,352.6394,203
817e6c09,pair2,0,B,30.0986,187.1235,97
817e6c09,pair2,1,B,0.0,184.2505,97
817e6c09,pair2,2,B,5.1386,184.6847,97
833dafe3,pair2,0,A,0.0,6.7471,10
84db8fc4,pair2,0,B,4.9552,14.198,7
84db8fc4,pair2,1,B,37.5539,43.566,7
84db8fc4,pair2,2,B,12.0549,18.5047,7
84db8fc4,pair2,3,B,15.9386,20.1545,7
84f2aca1,pair2,0,B,4.4164,31.2916,222
84f2aca1,pair2,1,B,31.8468,407.2857,222
8597cfd7,pair2,0,A,0.0,0.0,76
8e2edd66,pair2,0,A,35.2116,47.7274,23
8e2edd66,pair2,1,A,42.9519,55.3829,23
8e2edd66,pair2,2,A,42.663,54.4368,23
8e2edd66,pair2,3,A,36.9892,46.5952,23
8e2edd66,pair2,4,A,33.6335,44.0647,23
8e2edd66,pair2,5,A,13.5281,19.1855,23
8e2edd66,pair2,6,A,27.6458,38.5458,23
8e2edd66,pair2,7,A,42.5087,54.5683,23
8e2edd66,pair2,8,A,43.6173,55.1284,23
8e2edd66,pair2,9,A,44.87,55.8024,23
8e2edd66,pair2,10,A,29.8879,45.0818,23
8fbca751,pair2,0,B,8.0807,95.76,31
8fbca751,pair2,1,B,1.0546,101.4246,31
90347967,pair2,0,B,2.125,9.3437,95
90347967,pair2,1,B,56.8415,67.4703,95
90347967,pair2,2,B,3.1471,12.4687,95
90347967,pair2,3,B,1.5689,5.6442,95
90347967,pair2,4,B,2.4956,11.6523,95
90347967,pair2,5,B,1.6767,6.0781,95
929ab4e9,pair2,0,B,308.7663,326.4946,5
929ab4e9,pair2,1,B,4.6766,19.3332,5
929ab4e9,pair2,2,B,34.2217,53.8283,5
929ab4e9,pair2,3,B,695.261,865.6002,5
929ab4e9,pair2,4,B,17.991,33.1897,5
929ab4e9,pair2,5,B,50.0759,71.0743,5
94133066,pair2,0,A,0.0,11.4918,25
94133066,pair2,1,A,0.0,11.4918,25
94133066,pair2,2,A,0.0,11.4918,25
94133066,pair2,3,A,0.0,11.4918,25
94133066,pair2,4,A,0.0,11.4918,25
94133066,pair2,5,A,0.0,11.4918,25
99306f82,pair2,0,B,0.1921,23.8145,113
99306f82,pair2,1,B,16.6895,54.5551,113
99306f82,pair2,2,B,11.6651,23.0109,113
9a4bb226,pair2,0,A,0.0,44.4448,546
9a4bb226,pair2,1,A,0.0,44.4448,546
9a4bb226,pair2,2,A,0.0,44.4448,546
a3f84088,pair2,0,B,2.9826,39.9462,317
a3f84088,pair2,1,B,2.2043,57.7545,317
a59b95c0,pair2,0,A,0.0,0.0,623
a59b95c0,pair2,1,A,0.0,0.0,623
a59b95c0,pair2,2,A,0.0,0.0,623
a59b95c0,pair2,3,A,0.0,0.0,623
a59b95c0,pair2,4,A,0.0,0.0,623
aa18de87,pair2,0,B,24.8564,47.7113,95
aa18de87,pair2,1,B,11.8284,124.1401,95
aa18de87,pair2,2,B,14.6931,153.1441,95
ac3e2b04,pair2,0,B,18.9373,61.3474,51
ac3e2b04,pair2,1,B,0.1461,33.6001,51
ac3e2b04,pair2,2,B,5.2001,41.3778,51
ac3e2b04,pair2,3,B,3.6431,41.1,51
ad7e01d0,pair2,0,A,0.0,0.0,108
ad7e01d0,pair2,1,A,0.0,0.0,108
ad7e01d0,pair2,2,A,70.5812,82.2478,108
ad7e01d0,pair2,3,A,0.0,0.0,108
ad7e01d0,pair2,4,A,0.0,0.0,108
ad7e01d0,pair2,5,A,0.0,0.0,108
ad7e01d0,pair2,6,A,0.0,0.0,108
ad7e01d0,pair2,7,A,65.3814,77.048,108
ad7e01d0,pair2,8,A,0.0,0.0,108
ad7e01d0,pair2,9,A,63.2703,74.9369,108
ad7e01d0,pair2,10,A,0.0,0.0,108
ad7e01d0,pair2,11,A,51.599,63.2656,108
ad7e01d0,pair2,12,A,0.0,0.0,108
ad7e01d0,pair2,13,A,0.0,0.0,108
ae58858e,pair2,0,B,3.3087,28.2829,21
ae58858e,pair2,1,B,7.5372,17.3123,21
ae58858e,pair2,2,B,5.5555,25.0281,21
b7f8a4d8,pair2,0,B,5.9023,240.5378,136
b7f8a4d8,pair2,1,B,5.183,226.3048,136
b7f8a4d8,pair2,2,B,7.8673,176.8638,136
b7f8a4d8,pair2,3,B,63.4787,176.7117,136
b7f8a4d8,pair2,4,B,4.5642,228.8264,136
b7f8a4d8,pair2,5,B,2.5256,233.0679,136
b7f8a4d8,pair2,6,B,60.9541,217.9266,136
b7fb29bc,pair2,0,B,0.6216,4.8502,16
b7fb29bc,pair2,1,B,78.6662,195.4145,16
bbb1b8b6,pair2,0,A,0.0,25.0,235
bbb1b8b6,pair2,1,A,0.0,25.0,235
bbb1b8b6,pair2,2,A,0.0,25.0,235
bbb1b8b6,pair2,3,A,0.0,25.0,235
bc4146bd,pair2,0,A,0.0,0.0,1
bc4146bd,pair2,1,A,0.0,0.0,1
bc4146bd,pair2,2,A,9.375,9.375,1
bc4146bd,pair2,3,A,35.0,35.0,1
bc4146bd,pair2,4,A,0.0,0.0,1
bc4146bd,pair2,5,A,9.0676,9.0676,1
bc4146bd,pair2,6,A,11.25,11.25,1
be03b35f,pair2,0,A,0.0,8.5,64
be03b35f,pair2,1,A,7.8154,21.9564,64
be03b35f,pair2,2,A,4.9884,24.0,64
c074846d,pair2,0,B,7.458,11.2786,19
c074846d,pair2,1,B,239.3586,1176.1118,19
c3202e5a,pair2,0,A,0.0,0.0,2
c8b7cc0f,pair2,0,A,14.3091,14.3091,3
c8b7cc0f,pair2,1,A,20.9742,20.9742,3
ccd554ac,pair2,0,A,0.0,0.0,268
ccd554ac,pair2,1,A,0.0,0.0,268
ccd554ac,pair2,2,A,19.7087,28.9191,268
ccd554ac,pair2,3,A,72.9862,94.5976,268
ccd554ac,pair2,4,A,0.0,0.0,268
ccd554ac,pair2,5,A,0.0,0.0,268
cd3c21df,pair2,0,A,0.0,49.8333,169
d19f7514,pair2,0,A,23.4598,25.8832,2
d19f7514,pair2,1,A,45.2539,48.822,2
d19f7514,pair2,2,A,20.2684,22.4969,2
d19f7514,pair2,3,A,28.7656,31.0848,2
d19f7514,pair2,4,A,5.2516,5.4404,2
d19f7514,pair2,5,A,23.8693,25.1652,2
d19f7514,pair2,6,A,28.063,31.5964,2
d19f7514,pair2,7,A,17.2676,19.597,2
d19f7514,pair2,8,A,20.8186,23.9314,2
d2acf2cb,pair2,0,B,25.477,25.477,1
d2acf2cb,pair2,1,B,33.1017,33.1017,1
d2acf2cb,pair2,2,B,177.1306,177.1306,1
d37a1ef5,pair2,0,B,9.9397,78.4417,123
d4b1c2b1,pair2,0,A,0.0,0.0,197
d4b1c2b1,pair2,1,A,0.0,0.0,197
d4b1c2b1,pair2,2,A,0.0,0.0,197
d4b1c2b1,pair2,3,A,0.0,0.0,197
d4b1c2b1,pair2,4,A,0.0,0.0,197
d4b1c2b1,pair2,5,A,0.0,0.0,197
d56f2372,pair2,0,A,48.1481,48.1481,305
d56f2372,pair2,1,A,0.0,0.0,305
d56f2372,pair2,2,A,0.0,0.0,305
d5c634a2,pair2,0,A,19.9093,19.9093,1
d5c634a2,pair2,1,A,34.8662,34.8662,1
d5c634a2,pair2,2,A,19.9093,19.9093,1
d5c634a2,pair2,3,A,41.7408,41.7408,1
d5c634a2,pair2,4,A,19.9093,19.9093,1
d5c634a2,pair2,5,A,15.5172,15.5172,1
d5c634a2,pair2,6,A,19.9093,19.9093,1
d931c21c,pair2,0,B,59.8504,87.9221,62
d931c21c,pair2,1,B,55.1183,83.0243,62
da2b0fe3,pair2,0,B,164.2461,262.8094,18
dd2401ed,pair2,0,B,1.8638,5.8824,5
dd2401ed,pair2,1,B,37.6398,40.765,5
dd2401ed,pair2,2,B,3.9909,5.8237,5
dd2401ed,pair2,3,B,0.0,2.9412,5
dd2401ed,pair2,4,B,36.5364,40.0,5
e133d23d,pair2,0,A,5.6116,32.2895,94
e133d23d,pair2,1,A,5.6116,32.2895,94
e133d23d,pair2,2,A,10.6898,22.8994,94
e133d23d,pair2,3,A,0.9713,10.6352,94
e1baa8a4,pair2,0,A,0.0,0.0,140
e2092e0c,pair2,0,B,25.2793,25.2793,4
e2092e0c,pair2,1,B,38.7114,60.0,4
e2092e0c,pair2,2,B,289.4238,370.0,4
e2092e0c,pair2,3,B,46.7916,126.9929,4
e2092e0c,pair2,4,B,173.632,253.3334,4
e2092e0c,pair2,5,B,41.2022,50.2283,4
e2092e0c,pair2,6,B,42.5416,42.5416,4
e345f17b,pair2,0,A,10.4205,23.9603,2
e345f17b,pair2,1,A,22.2769,43.0515,2
e345f17b,pair2,2,A,0.0,18.0084,2
e345f17b,pair2,3,A,6.9031,20.8351,2
e57337a4,pair2,0,A,24.9988,31.7291,12
e57337a4,pair2,1,A,9.1137,11.4189,12
e66aafb8,pair2,0,A,18.4533,40.822,171
e66aafb8,pair2,1,A,9.6156,10.6558,171
e66aafb8,pair2,2,A,0.0,9.248,171
e7639916,pair2,0,B,239.5134,440.2982,13
e7639916,pair2,1,B,75.2413,212.4444,13
e7639916,pair2,2,B,132.4227,333.0955,13
e872b94a,pair2,0,A,0.0,0.0,161
e872b94a,pair2,1,A,0.0,0.0,161
e872b94a,pair2,2,A,0.0,0.0,161
e872b94a,pair2,3,A,0.0,0.0,161
e872b94a,pair2,4,A,0.0,0.0,161
e872b94a,pair2,5,A,0.0,0.0,161
e9b4f6fc,pair2,0,A,17.9121,57.7842,90
e9b4f6fc,pair2,1,A,17.9121,57.7842,90
e9b4f6fc,pair2,2,A,1.7699,3.5475,90
e9bb6954,pair2,0,B,38.2988,90.9065,84
e9bb6954,pair2,1,B,71.4136,112.313,84
e9bb6954,pair2,2,B,64.031,143.4988,84
e9bb6954,pair2,3,B,86.1435,127.0429,84
ea9794b1,pair2,0,A,39.6364,44.8481,19
ea9794b1,pair2,1,A,16.7573,23.1298,19
ea9794b1,pair2,2,A,6.7063,11.406,19
ea9794b1,pair2,3,A,6.25,11.7893,19
ea9794b1,pair2,4,A,22.7981,28.0072,19
ea9794b1,pair2,5,A,23.6287,27.5883,19
ea9794b1,pair2,6,A,14.8611,17.0981,19
ed74f2f2,pair2,0,A,2.7899,8.1579,138
ed74f2f2,pair2,1,A,1.3737,11.8798,138
ed74f2f2,pair2,2,A,0.8731,6.4238,138
ed74f2f2,pair2,3,A,0.0,13.8597,138
ed98d772,pair2,0,A,13.9564,23.0001,501
ed98d772,pair2,1,A,39.7974,49.1041,501
ed98d772,pair2,2,A,30.1027,40.4117,501
ed98d772,pair2,3,A,50.8462,60.0769,501
ed98d772,pair2,4,A,1.4848,5.2088,501
ed98d772,pair2,5,A,32.5345,41.9163,501
ed98d772,pair2,6,A,33.3057,42.7789,501
f0afb749,pair2,0,A,5.7025,21.6426,55
f0afb749,pair2,1,A,26.7899,44.3885,55
f0afb749,pair2,2,A,26.7899,44.3885,55
f0afb749,pair2,3,A,6.0659,26.3031,55
f0df5ff0,pair2,0,B,28.7864,54.8522,29
f0df5ff0,pair2,1,B,16.2122,27.4439,29
f3e62deb,pair2,0,B,3.4691,13.6436,11
f3e62deb,pair2,1,B,16.6306,39.7924,11
f4081712,pair2,0,A,0.0,12.3421,265
f4081712,pair2,1,A,8.4993,14.641,265
f4081712,pair2,2,A,0.0,12.3421,265
f4081712,pair2,3,A,0.0,12.3421,265
f5aa3634,pair2,0,A,0.0,0.0,206
f5aa3634,pair2,1,A,0.0,0.0,206
fc754716,pair2,0,B,0.715,25.4416,112
ff72ca3e,pair2,0,B,13.8992,39.453,39
ff72ca3e,pair2,1,B,49.0296,86.1617,39
ff72ca3e,pair2,2,B,74.2764,188.4193,39
ff72ca3e,pair2,3,B,0.3337,20.4127,39
ff72ca3e,pair2,4,B,70.7991,186.0797,39
ff72ca3e,pair2,5,B,53.0651,78.5851,39
